id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
289898,double/twin ocean view room in copa,1429181,Samuel,,-22.96633,-43.17754,Private room,$244.00,2,4,2019-01-01,0.08,9,331
290503,"5 min a pé - Praia de Copacabana, Metrô, WiFi III",449677,Renato / Louri,"Rio de Janeiro, Brazil",-22.98069,-43.19277,Entire home/apt,$164.00,7,24,2020-03-21,0.22,6,0
291290,Apartment in Copacabana / RIO,402478,Sascha,,-22.97429,-43.18919,Entire home/apt,$499.00,4,4,2016-02-11,0.04,2,365
291771,Beautiful Newly Renovated Studio in Copacabana !,1511425,Renata,,-22.9646,-43.19059,Entire home/apt,"$2,773.00",4,16,2018-02-20,0.15,1,83
293166,THE BEST PLACE FOR THE CARNIVAL IN RIO,1464031,Erika,,-22.91495,-43.182320000000004,Entire home/apt,$221.00,3,1,2017-01-13,0.02,4,365
293171,PRECIOSO PISO EN EL CORAZON DE RIO,1464031,Erika,,-22.91566,-43.18482,Entire home/apt,$221.00,3,0,,,4,364
294292,"Copacabana, Cozy and Central",1309444,Sonia,"Rio de Janeiro, Brazil",-22.96959,-43.18886,Private room,$250.00,3,43,2020-02-27,0.4,3,185
295493,Delicious new and beautifull 2 bedrooms apartment,1526160,Mariana,"Rio de Janeiro, Brazil",-22.94289,-43.192040000000006,Entire home/apt,$297.00,2,6,2014-06-29,0.06,2,356
295955,Acogedor departamento en un barrio precioso de Río,1527388,Ana,"Rio de Janeiro, Brazil",-22.93352,-43.18117,Entire home/apt,$124.00,29,16,2020-03-06,0.15,1,95
297908,Studio em Santa Teresa/Lapa,690494,Eduardo & Raimundo,,-22.915229999999998,-43.18127,Entire home/apt,$186.00,2,37,2020-11-23,0.37,1,360
299352,Santa Teresa Q ENSUITE for 2 people,1543711,Ezio,"Rio de Janeiro, Brazil",-22.92999,-43.19406,Private room,$776.00,2,7,2014-07-06,0.07,2,365
306113,Copacabana Beach side view 9th floor natural light,1574255,Claudio,"Rio, Rio de Janeiro, Brazil",-22.97954,-43.19019,Entire home/apt,$331.00,5,112,2020-03-10,1.38,1,156
307714,SUITE IN IPANEMA RIO DE JANEIRO,1583161,Vanessa,"Rio de Janeiro, Brazil",-22.98355,-43.19793,Private room,$259.00,5,8,2018-01-03,0.07,1,89
310233,"Sleek, luxurious, in Copacabana",1595467,Dennis,"Rio de Janeiro, Brazil",-22.96777,-43.18192,Entire home/apt,$179.00,6,26,2020-01-08,0.24,1,181
311801,Copa Penthouse Black & White Suite,1603206,Bob,"Rio, Rio de Janeiro, Brazil",-22.9684,-43.18209,Entire home/apt,$293.00,1,168,2020-10-13,1.55,6,144
313223,Bedroom & living room  in the best part of Ipanema,792218,Levy,"Rio de Janeiro, Brazil",-22.98377,-43.20067,Entire home/apt,$256.00,2,115,2020-10-12,1.08,10,338
313441,quarto com suite e cozinha casa boa,1451937,Marcelo,,-22.88177,-43.49129,Private room,$66.00,1,2,2014-06-23,0.02,1,365
313680,Alugo quarto arejado.,1612576,Jassanan,,-22.840339999999998,-43.3142,Private room,$311.00,1,0,,,2,0
314975,BEST PLACE IN RIO FOR CARNIVAL!! SEE REVIEWS!!,1617355,Claudio,"Rio de Janeiro, Brazil",-22.98856,-43.226409999999994,Entire home/apt,$600.00,8,18,2019-03-06,0.17,1,2
315102,idéalement situé ipanema,1618278,Andy,"Rio de Janeiro, Brazil",-22.98649,-43.19793,Entire home/apt,$307.00,3,39,2020-03-17,0.4,2,159
315109,Flat in the heart of Ipanema beach,1618486,Denise,"Rio de Janeiro, Brazil",-22.9806,-43.19818,Entire home/apt,$221.00,2,15,2015-04-22,0.14,2,345
316355,LEBLON 1 BED FLAT BEST LOCATION,1624674,Paula,"Rio de Janeiro, Brazil",-22.97916,-43.226859999999995,Private room,$363.00,4,11,2017-03-01,0.1,2,363
316652,Everything u need + Breakfast!,1626226,Luiz,,-22.94315,-43.184779999999996,Private room,$143.00,3,93,2020-02-25,0.86,1,350
318861,3 Bedroom 3 bathroom luxury apt.,1635489,Riyad,,-22.96904,-43.18197,Entire home/apt,$717.00,3,3,2020-03-08,0.04,1,0
321637,NEW WORLD LODGINGS #Caledonia Room,1641925,Charles,,-22.94109,-43.187540000000006,Private room,$673.00,3,1,2012-02-21,0.01,3,365
321648,NEW WORLD LODGINGS #Tirrik Room -RJ,1641925,Charles,,-22.94079,-43.18847,Private room,$673.00,3,3,2015-01-09,0.03,3,365
321802,Arte e vista em Santa Teresa- Rio,1572599,Marilia,"Rio de Janeiro, Brazil",-22.92464,-43.191559999999996,Private room,$250.00,2,22,2020-11-13,0.28,3,0
321803,"Luxury in RIO, 420 m2 - Room 3",1572599,Marilia,"Rio de Janeiro, Brazil",-22.92501,-43.19107,Private room,"$1,294.00",2,0,,,3,365
322004,THE BEST OF IPANEMA I - ONE BEDROOM,1648634,Jose,,-22.985310000000002,-43.20082,Entire home/apt,$458.00,4,180,2020-12-10,1.71,8,303
323213,Room in Ipanema at 600 m beach!,1603013,Giane,"Rio de Janeiro, Brazil",-22.982120000000002,-43.1984,Private room,$285.00,3,13,2020-02-27,0.15,1,363
324324,Wonderful location in Copacabana!,1659441,Valéria,"Copacabana, Rio de Janeiro, Brazil",-22.964879999999997,-43.17707,Entire home/apt,$267.00,3,96,2020-12-10,0.91,1,211
324541,NEW WORLD INDEPENDENT LODGINGS - RJ,1641925,Charles,,-22.94051,-43.18752,Private room,"$1,812.00",3,6,2015-11-09,0.06,3,365
324679,Rio from the hill!,496656,Marcia  Longras,,-22.94231,-43.18528,Private room,$108.00,10,13,2018-09-04,0.14,10,364
324827,duino`s house in Rio de Janeiro,1622624,Edwin,,-23.00028,-43.50999,Shared room,$414.00,1,0,,,1,0
326393,Suíte1 - Condominio Luxo,1668941,Caio,,-22.9831,-43.30134,Private room,$250.00,2,10,2020-03-06,0.1,2,361
326575,A COPACABANA 2 Bedroom  BEACH BLOCK,1668565,Rogerio,"Rio de Janeiro, Brazil",-22.97717,-43.18935,Entire home/apt,$495.00,3,200,2020-12-07,2.32,1,0
326674,Gorgeous Art and View in Sta Teresa,1572599,Marilia,"Rio de Janeiro, Brazil",-22.92473,-43.19144,Private room,$250.00,2,13,2016-08-20,0.16,3,365
327375,2BR Cosy Apt w/Pool in Santa Teresa,1673501,Josy,,-22.9227,-43.183370000000004,Entire home/apt,"$3,300.00",1,12,2020-02-25,0.12,5,363
328626,OLYMPIC GAMES 2016 - in Rio de Janeiro,1675497,Priscila,"Rio de Janeiro, Brazil",-22.92087,-43.18862,Entire home/apt,"$1,250.00",20,1,2012-02-21,0.01,1,365
328668,LOFT NEAR BEAUTIFUL WILD BEACHES,1678723,Cibele,,-22.96734,-43.4918,Private room,$200.00,1,0,,,1,365
329615,Private room in big nice house,1416853,Maria,"Rio de Janeiro, Rj, Brazil",-22.96529,-43.23701,Private room,"$1,035.00",1,0,,,1,365
330146,independent room within nature,1683850,Giselle & Jorge,,-23.02197,-43.51959,Private room,$200.00,2,0,,,1,365
331088,Leblon Beach /Gávea The Best placee,530231,Yaya,,-22.97738,-43.22418,Private room,$91.00,1,45,2020-01-10,0.42,4,353
331199,BOTAFOGO BEACH | BUNKBED ROOM,1689028,Leo,"Rio de Janeiro, Brazil",-22.94311,-43.183659999999996,Private room,$120.00,3,106,2020-01-02,0.99,2,354
332150,"GREAT VIEW -Santa Teresa- GUESTHOUSE ""Casa 48""  #2",406989,Casa 48 Guesthouse,,-22.928539999999998,-43.19478,Private room,$261.00,1,69,2020-01-05,0.7,6,176
332151,"GREAT VIEW -Guesthouse ""CASA 48""- Santa Teresa  #3",406989,Casa 48 Guesthouse,,-22.928729999999998,-43.19412,Private room,$261.00,1,35,2020-01-23,0.41,6,176
332374,Varanda vista oceano na Praia Flamengo Triplo,1693952,Katia,"Rio de Janeiro, Brazil",-22.92357,-43.17212,Private room,$131.00,2,121,2020-02-25,1.14,3,298
333305,Copacabana Apartment Block Beach,1698297,Rodrigo,,-22.968729999999997,-43.18238,Entire home/apt,"$2,485.00",2,4,2016-08-24,0.07,1,363
336569,The most beautiful view in Rio!,1712679,Ana Amelia,,-22.94491,-43.18312,Entire home/apt,$529.00,4,65,2020-03-08,0.61,3,364
337105,APARTAMENTO NO CORAÇAO DO CARNAVAL,1464031,Erika,,-22.91563,-43.188109999999995,Entire home/apt,$284.00,5,1,2014-07-16,0.01,4,362
337345,Gorgeous beachfront suitable bar,1714680,Katiuscia,,-23.010820000000002,-43.36436,Private room,"$2,588.00",1,0,,,1,365
340432,Beautiful Apartment in Leblon,1450861,Leila,,-22.98101,-43.22585,Entire home/apt,$800.00,4,188,2020-03-16,1.78,6,108
342874,Comfortable in Copacabana beach,829630,Luciana,"Rio de Janeiro, Brazil",-22.96484,-43.17288,Entire home/apt,$239.00,1,90,2020-11-16,0.87,2,100
344463,Ocean front 2 suite apt + amenities,1762102,Hilda,,-23.01124,-43.37254,Entire home/apt,$396.00,3,65,2019-11-05,0.65,2,298
346694,"Alugo quarto espaçoso ,com direitos",1612576,Jassanan,,-22.84023,-43.31512,Private room,$336.00,1,0,,,2,362
347295,Copa Penthouse Brown & White Suite,1603206,Bob,"Rio de Janeiro, Brazil",-22.96653,-43.18057,Entire home/apt,$271.00,3,73,2020-04-01,0.69,6,23
347782,Amazing apartment in Botafogo,790898,Manoel,,-22.95469,-43.174859999999995,Entire home/apt,$256.00,4,1,2013-04-08,0.01,2,359
347820,AMAZING BEACH FRONT IN COPACABANA,235496,Paola & Isak,"Rio de Janeiro, Brazil",-22.9827,-43.19102,Entire home/apt,"$4,511.00",2,262,2020-12-15,2.44,5,0
347883,Virtually On The Beach!!!,1763389,Philip,"Rio, Rio de Janeiro, Brazil",-22.981939999999998,-43.18916,Entire home/apt,$264.00,3,185,2020-11-28,1.73,2,147
355075,Charmosa hospedagem!,1707318,Alessandro,"Rio de Janeiro, Brazil",-22.93587,-43.17815,Private room,"$1,035.00",1,0,,,1,365
355285,Rio Oceanfront w/ Spectacular View!,1794600,Marty,"Rio de Janeiro, Brazil",-22.98289,-43.19099,Entire home/apt,"$1,030.00",4,96,2020-01-29,0.91,1,88
357554,EXCELLENT LOCATION IN COPACABANA,1809627,Angelica And Bob,"Rio de Janeiro, Brazil",-22.973689999999998,-43.190220000000004,Entire home/apt,$336.00,3,178,2020-04-11,1.78,5,43
358339,"Best in ""Ipanema Beach""",1812201,Eliane,"Rio, Rio de Janeiro, Brazil",-22.98395,-43.19835,Entire home/apt,"$1,294.00",5,1,2014-06-28,0.01,3,365
358365,Rent a Room at the Ipanema Beach,1812201,Eliane,"Rio de Janeiro, Brazil",-22.98392,-43.19993,Private room,"$1,294.00",1,0,,,3,365
360877,SUMMER IN RIO - BEST PRICE,1824379,Roger,"Rio de Janeiro, Brazil",-22.96689,-43.1805,Entire home/apt,$276.00,3,218,2020-12-06,2.04,2,322
361568,Linda cobertura vista mar Jd Oceânico,1172595,Rafaela,"Rio de Janeiro , Rio de Janeiro, Brazil",-23.01466,-43.304109999999994,Entire home/apt,$800.00,3,5,2019-07-11,0.07,1,360
363370,charming apartment in copacabana,1834286,Carlos,,-22.97523,-43.18878,Entire home/apt,$359.00,2,239,2020-12-15,2.26,3,344
368146,Ótimo Apartamento em Ipanema,1858602,Silvia,"Rio de Janeiro, Brazil",-22.986520000000002,-43.19532,Entire home/apt,$346.00,3,176,2020-12-07,1.65,2,0
371899,Wonderful Penthouse Rio de Janeiro,1872525,Hanna,,-22.97624,-43.19563,Entire home/apt,"$1,600.00",5,3,2020-02-26,0.06,1,19
371950,Excelente Apartamento em Ipanema,1858602,Silvia,,-22.98484,-43.19613,Entire home/apt,$399.00,3,262,2020-12-09,2.46,2,273
380887,COPACABANA ENTRE AS PRAIAS DE IPANEMA E ARPOADOR,1910409,Leandro,,-22.9864,-43.1928,Entire home/apt,$449.00,5,15,2020-12-19,1.1,1,124
392267,HOLIDAY IN RIO 2019,1961007,Márcio,,-22.91339,-43.17586,Entire home/apt,$106.00,3,83,2020-11-08,0.8,1,325
394953,Copacabana River: Wi-Fi/Cable TV/Air Conditioning,1974118,Denise,"Rio de Janeiro, Brazil",-22.983710000000002,-43.19574,Entire home/apt,$233.00,5,10,2019-08-25,0.13,1,0
396849,"3 Bedroom, 10 min walk from the beach - FF702.10",1982737,Estadia,"Rio de Janeiro, Rio De Janeiro, Brazil",-22.98176,-43.22163,Entire home/apt,"$1,340.00",2,106,2020-11-20,1.0,58,268
397397,Comfortable apartment in Sta Teresa Rio de Janeiro,1548126,Ania,"Rio de Janeiro, Brazil",-22.91688,-43.18323,Entire home/apt,$183.00,2,9,2020-02-09,0.32,1,48
398215,Suíte São Conrado with Ocean View,149407,Ricardo,,-22.99691,-43.274809999999995,Private room,"$6,729.00",1,0,,,7,365
398226,Suíte total independente no Joá,149407,Ricardo,,-22.997870000000002,-43.27367,Private room,$600.00,1,0,,,7,365
399342,Aluguel de temporada - suite com cama de solteiro,1994316,Mariangela,"Rio de Janeiro, Brazil",-23.01365,-43.3087,Private room,"$1,300.00",1,0,,,1,0
399476,APARTMENT in SANTA TERESA,1994382,Miguel,,-22.92041,-43.19038,Entire home/apt,$410.00,5,3,2017-07-15,0.04,1,24
400326,Cool & Cozy Apartment in Copacabana,1998370,Jean,,-22.96769,-43.18397,Entire home/apt,$320.00,1,146,2020-09-22,1.39,4,70
400887,STUDIO RIO 150m BEACH COPACABANA,2000722,Denyse,,-22.96874,-43.1861,Entire home/apt,$557.00,2,131,2020-11-02,1.26,1,351
402104,Lovely suite in Barra,2007018,Ana Lucia,,-23.00924,-43.340720000000005,Private room,$300.00,1,8,2018-01-22,0.08,4,345
404771,Apartamento Copacabana posto 6,1409553,Heloisa,"Rio de Janeiro, Brazil",-22.98336,-43.19144,Entire home/apt,$686.00,5,10,2020-01-20,0.1,1,173
404811,BAND NEW APT COPACABANA,581488,Carlos,,-22.976679999999998,-43.19373,Private room,$150.00,90,0,,,3,365
405444,Copacabana/200m Beach World Cup,2020642,Frederico,,-22.97393,-43.18862,Entire home/apt,$686.00,2,75,2020-10-19,0.8,3,180
406425,Luxus Appartment Copacabana Beach,2025433,Rosane,"Rio de Janeiro, Brazil",-22.96556,-43.17581,Entire home/apt,$946.00,2,0,,,1,180
406603,Big green terrace in Copacabana !!!,1610574,Alexandra,"Rio de Janeiro, Brazil",-22.97242,-43.188340000000004,Entire home/apt,"$1,086.00",3,136,2020-03-16,1.31,2,68
409038,Copa Penthouse - 1 Bed Studio,1603206,Bob,,-22.967779999999998,-43.18204,Entire home/apt,$144.00,3,10,2019-11-01,0.12,6,0
409183,"Lapa:culture, work and fun in Rio",396108,Gisella,"Rio, Rio de Janeiro, Brazil",-22.913729999999997,-43.18079,Entire home/apt,$96.00,4,18,2019-03-07,0.19,4,261
409668,"Confort, Tranquility, Safety - RIO",2039483,Paulo Cesar,,-22.94625,-43.33678,Private room,$180.00,3,14,2020-01-02,0.18,3,364
416290,"Great single room in Botafogo, RJ",1989397,Dominique,,-22.95411,-43.19505,Private room,$200.00,2,9,2020-02-26,0.09,2,365
419204,LEBLON BEACHFRONT VILLA Apt.4,1319991,Jake,,-22.99578,-43.25397,Entire home/apt,$621.00,5,8,2018-12-31,0.08,8,365
421001,Confortable charming 3 bedroom,2093718,Elisa,,-22.95733,-43.2031,Entire home/apt,$286.00,5,64,2020-10-05,0.68,1,345
424916,Room in the middle of Copacabana and Ipanema,2112725,Monica,"Copacabana, Rio de Janeiro, Brazil",-22.981679999999997,-43.19363,Private room,$443.00,3,24,2020-11-02,0.29,4,340
428263,Leblon Lindo apt com varanda vista mar e três qtos,2129109,Isaac,,-22.9888,-43.23386,Entire home/apt,"$1,400.00",4,2,2014-06-30,0.02,1,363
428798,Aptº em Ipanema - Posto 9 - Rio,2131352,Denise,"Rio de Janeiro, Brazil",-22.984270000000002,-43.20796,Entire home/apt,$800.00,4,20,2020-01-24,0.2,1,267
429280,Charming Apartament in Santa Teresa,2133500,Aline,,-22.916970000000003,-43.18594,Entire home/apt,$206.00,3,20,2020-12-16,0.2,1,323
433821,CHARMING APARTMENT IPANEMA 200 DAY,2155937,André,,-22.98228,-43.1984,Entire home/apt,$531.00,3,29,2020-03-16,0.28,1,27
436868,COPACABANA/LAPA 10minutes excelent,2169494,Elen Salles,,-22.93359,-43.17734,Entire home/apt,$800.00,4,46,2019-07-16,0.45,1,270
438767,The best 3 bedroons in Leblon/Rio,530231,Yaya,,-22.97789,-43.225609999999996,Entire home/apt,$508.00,3,10,2020-01-05,0.1,4,364
439879,Mountain View Studio in Copacabana with FREE Wi-Fi,2185139,Ken,"Rio de Janeiro, Brazil",-22.96274,-43.17718,Entire home/apt,$637.00,3,16,2020-02-24,0.15,2,354
439907,Paz e Natureza em São Conrado / RIO,2107526,Maria Helena,,-22.99465,-43.27292,Entire home/apt,$153.00,3,1,2017-01-06,0.02,1,155
440183,"Wonderfull Rio, on the hills!",496656,Marcia  Longras,,-22.93436,-43.19292,Private room,$188.00,3,9,2020-01-03,0.12,10,263
441118,"IPANEMA, NICE STUDIOS, tv cabo",4307081,Nereu A,,-22.98595,-43.19903,Entire home/apt,$621.00,1,5,2013-05-20,0.05,57,365
441119,Ipanema 205  beach block internet,4307081,Nereu A,,-22.98623,-43.2002,Entire home/apt,$244.00,2,37,2020-12-13,0.36,57,361
441712,2 quartos pertinho da Lagoa (apenas temporada),1273774,Elisa,"Rio de Janeiro, Brazil",-22.9594,-43.202529999999996,Entire home/apt,$180.00,2,15,2020-10-21,0.14,1,349
442509,Two single beds Ocean Flamengo Beach,1693952,Katia,"Rio de Janeiro, Brazil",-22.92119,-43.1746,Private room,$171.00,2,80,2020-02-29,0.77,3,364
444101,A Summer Place in Rio.,2206207,Guacira,,-22.94288,-43.18115,Private room,$177.00,3,55,2020-02-25,0.53,1,357
444250,Charming Apartment Steps from Copacabana Beach,2206934,Delma,"Rio de Janeiro, Brazil",-22.97237,-43.18761,Entire home/apt,$407.00,3,99,2020-12-10,0.96,1,345
447602,Copacabana near subway and beach ★★★★★ - 3,2112725,Monica,"Copacabana, Rio de Janeiro, Brazil",-22.981679999999997,-43.19363,Private room,$471.00,2,7,2020-02-27,0.07,4,7
449040,SUITE / GARAGE - VIP AREA IN RIO,1726378,Maria,"Rio de Janeiro, Brazil",-22.95799,-43.2039,Private room,$206.00,7,1,2016-02-28,0.02,1,364
449104,Double Room - Large flat Copacabana,2223774,Nadja E Carol,,-22.961920000000003,-43.18116,Private room,$180.00,2,0,,,2,114
449177,"APARTMENT NEAR TO GO TO ""ROCK IN RIO""!!",2206708,Lilian E Cadu,,-22.991239999999998,-43.47979,Private room,$311.00,5,1,2019-04-28,0.05,1,363
449391,Penthouse #3! Best Internet! Veranda! Expat US-DE,856145,Mario,"Rio de Janeiro, Brazil",-22.98115,-43.19109,Private room,"$1,749.00",6,19,2020-11-17,0.18,3,165
452494,Cozy apt in Copa with Special Olympics deal!!,2248256,Leni,"Rio de Janeiro, Brazil",-22.98374,-43.192409999999995,Entire home/apt,$336.00,4,0,,,1,178
452500,Kaza Rio Hostel room up to 6 people,2248279,Kaza Rio,"Rio de Janeiro, Brazil",-22.915860000000002,-43.20939,Hotel room,$78.00,1,5,2017-04-03,0.08,6,0
453069,Bit of sky in the heart of Ipanema,302928,Ingrid E Diogo,,-22.98316,-43.208059999999996,Private room,$470.00,1,19,2020-03-13,0.2,1,274
458264,CONDO PRUDENTE 205,2278812,Nilzete,,-22.98516,-43.203070000000004,Entire home/apt,$414.00,3,3,2016-08-17,0.04,12,359
462947,Apartment Rent in Rio (Copacabana),2300508,Luana,,-22.97844,-43.18857,Entire home/apt,$336.00,2,0,,,2,363
464220,Studio in Nice Location (Flamengo),2306760,Gustavo E Patrícia,,-22.93596,-43.17961,Entire home/apt,$220.00,4,74,2020-12-08,0.71,2,0
465227,Home sweet home at the Rio Lagoon,2311421,Mario,,-22.961270000000003,-43.20417,Private room,$350.00,1,6,2019-03-03,0.06,1,352
465251,Copacabana Beach Suite in shared apartment Posto 5,2308396,Inês,"Copacabana, Rio de Janeiro, Brazil",-22.97888,-43.18997,Private room,$181.00,5,60,2019-05-17,1.06,1,0
466477,ipanema Beach 801,4307081,Nereu A,,-22.98357,-43.193690000000004,Private room,$244.00,3,16,2019-10-01,0.17,57,360
471651,Jupiter Home at Botafogo,918340,Flávia,"Rio de Janeiro, Brazil",-22.94939,-43.1825,Entire home/apt,$800.00,15,18,2020-01-26,0.19,2,0
473180,"Modern, bright, quiet Copacabana Loft Apartment",2346349,Martin,"Rio de Janeiro, Brazil",-22.98253,-43.19124,Entire home/apt,$569.00,6,9,2019-09-02,0.11,1,326
475792,Copacabana 20' Downtown 10' Beach 7' Swimming 1',2358865,Yves,"Rio de Janeiro, Brazil",-22.931729999999998,-43.1804,Entire home/apt,$250.00,3,8,2019-03-11,0.08,1,53
480220,COZY STUDIO IN IPANEMA,1430897,Flavia & Nando,"Rio de Janeiro, Brazil",-22.98647,-43.194309999999994,Entire home/apt,$200.00,4,113,2020-02-26,1.1,2,333
483578,Two bedroom apartment near the sea,2394237,Leonor,,-23.00871,-43.32223,Entire home/apt,$300.00,3,29,2020-02-06,0.28,1,341
484267,Cozy Penthouse between Copacabana and Ipanema,2385085,Celia,"Rio de Janeiro, Brazil",-22.985039999999998,-43.19228,Entire home/apt,$737.00,2,98,2020-12-17,1.01,1,321
484296,O MELHOR PONTO NA BARRA DA TIJUCA.,2397409,Regina,,-23.00463,-43.376459999999994,Entire home/apt,$357.00,2,16,2019-12-02,0.16,1,298
485293,Beautiful  2 Bedrooms in Ipanema with Car Parking,1450861,Leila,"Rio de Janeiro, Brazil",-22.98177,-43.1999,Entire home/apt,$407.00,4,234,2020-07-19,2.33,6,201
487461,LEBLON BEACHFRONT VILLA APT.2,1319991,Jake,,-22.99009,-43.232929999999996,Entire home/apt,$518.00,5,20,2019-10-07,0.19,8,365
488190,Private room&bathroom&Leblon,2415244,Isaura,,-22.98433,-43.22915,Private room,$250.00,5,5,2020-02-25,0.08,3,364
489917,"🌞 The Studio, 1mn Walk to Copacabana Beach",18151504,Steph,"Rio de Janeiro, Brazil",-22.98238,-43.191559999999996,Entire home/apt,$132.00,14,23,2020-03-21,0.24,2,226
490098,Best location in Leblon - 1 bedroom,2423945,Renata,"Rio de Janeiro, Brazil",-22.98497,-43.22551,Entire home/apt,$636.00,2,137,2020-03-20,1.73,1,141
492856,Copacabana Penthouse Triplex,1537641,Gilles,,-22.97576,-43.19078,Entire home/apt,"$2,800.00",1,75,2020-12-12,1.22,7,320
493569,Quarto familiar em Copacabana,2438532,Betty,"Rio de Janeiro, Brazil",-22.96515,-43.1891,Private room,$150.00,1,88,2020-11-22,0.91,2,357
494703,Ipanema Beach - Fabulous Brand New,2087532,Mark,,-22.987579999999998,-43.19323,Entire home/apt,$613.00,2,25,2020-01-05,0.24,1,361
494903,CASABLANCA 1 STUNNING BEACHFRONT,2444956,Jeanne,,-22.991870000000002,-43.23301,Entire home/apt,$163.00,2,424,2020-12-21,4.24,1,192
496174,Room 4 World Cup close 2 Maracanã,2450658,Mirella,"Rio de Janeiro, Brazil",-22.931929999999998,-43.24091,Private room,$621.00,2,1,2013-02-14,0.01,1,358
496864,03 ROOMS - APART. BARRA DA TIJUCA,2368735,Ana Maria,,-22.99887,-43.41571,Entire home/apt,$580.00,5,2,2020-11-30,0.17,2,356
498025,Charming apartment in Rio,2001083,Cristiane,,-22.93059,-43.17595,Entire home/apt,$436.00,3,2,2016-08-18,0.04,1,358
503279,Room in family home,2482566,Andréa Lucia,,-22.96585,-43.18645,Private room,$100.00,360,0,,,1,0
504174,Apartamento Copacabana Vista Mar,2479834,Pedro,"Rio de Janeiro, Brazil",-22.97855,-43.18873,Entire home/apt,$200.00,1,2,2017-12-27,0.03,1,307
504450,AP 2QTS BL8 TEMPORADA PROX RIO CENTRO,2487942,Aline,"Jacarepagua, Rio de Janeiro, Brazil",-22.97403,-43.41389,Entire home/apt,$221.00,1,4,2019-10-06,0.14,5,241
